Data/Ora,N Bici,Tag Bici,Stazione,Badge,Azione,Dismessa,Col.,Comune
30/09/2022 22:48,260,419F71ADA,14. Garibaldi,20230322,Richiesta prelievo,,3,Parma
30/09/2022 22:48,204,4194E4BE6,06. Ponte di Mezzo,,Prelievo senza autorizzazione,,9,Parma
30/09/2022 22:47,204,4194E4BE6,06. Ponte di Mezzo,,Prelievo senza autorizzazione,,9,Parma
30/09/2022 22:46,265,419F6D561,14. Garibaldi,20230139,Riconsegna diretta,,5,Parma
30/09/2022 22:41,308,C009D2E62,16. Toschi,862030,Riconsegna diretta,,1,Parma
30/09/2022 22:36,204,4194E4BE6,06. Ponte di Mezzo,251212,Errore colonnina durante il deposito,,9,Parma
30/09/2022 22:34,265,419F6D561,02. Ospedale Maggiore,20230139,Prelievo corretto,,3,Parma
30/09/2022 22:34,265,419F6D561,02. Ospedale Maggiore,20230139,Richiesta prelievo,,3,Parma
30/09/2022 22:34,197,4194E42C9,11. Dus,952398,Prelievo corretto,,4,Parma
30/09/2022 22:33,197,4194E42C9,11. Dus,952398,Richiesta prelievo,,4,Parma
30/09/2022 22:33,89,417A799B5,07. Santa Croce,20230073,Riconsegna diretta,,13,Parma
30/09/2022 22:30,308,C009D2E62,02. Ospedale Maggiore,862030,Prelievo corretto,,5,Parma
30/09/2022 22:30,308,C009D2E62,02. Ospedale Maggiore,862030,Richiesta prelievo,,5,Parma
30/09/2022 22:27,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 22:27,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 22:27,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 22:27,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 22:27,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 22:27,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 22:27,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 22:22,89,417A799B5,42. Pastrengo,20230073,Prelievo corretto,,8,Parma
30/09/2022 22:22,204,4194E4BE6,26. Palasport,251212,Prelievo corretto,,6,Parma
30/09/2022 22:22,89,417A799B5,42. Pastrengo,20230073,Richiesta prelievo,,8,Parma
30/09/2022 22:22,204,4194E4BE6,26. Palasport,251212,Richiesta prelievo,,6,Parma
30/09/2022 22:13,197,4194E42C9,11. Dus,322431,Riconsegna diretta,,4,Parma
30/09/2022 22:04,133,418721FCC,08. Bixio,20228077,Riconsegna off line,,8,Parma
30/09/2022 21:53,197,4194E42C9,41. Carmignani,322431,Errore colonnina durante il prelievo,,8,Parma
30/09/2022 21:53,1,0,41. Carmignani,,Prelievo senza autorizzazione,,10,Parma
30/09/2022 21:53,1,0,41. Carmignani,0,Errore colonnina durante il deposito,,10,Parma
30/09/2022 21:53,197,4194E42C9,41. Carmignani,322431,Richiesta prelievo,,8,Parma
30/09/2022 21:49,133,418721FCC,08. Bixio,20228077,Prelievo corretto,,1,Parma
30/09/2022 21:49,133,418721FCC,08. Bixio,20228077,Richiesta prelievo,,1,Parma
30/09/2022 21:41,309,C009D2E54,38. Stazione FF.SS. 2,113236,Riconsegna diretta,,4,Parma
30/09/2022 21:33,309,C009D2E54,23. Vittoria,113236,Prelievo corretto,,1,Parma
30/09/2022 21:33,309,C009D2E54,23. Vittoria,113236,Richiesta prelievo,,1,Parma
30/09/2022 21:29,265,419F6D561,02. Ospedale Maggiore,305522,Errore colonnina durante il deposito,,3,Parma
30/09/2022 21:23,265,419F6D561,07. Santa Croce,305522,Prelievo corretto,,3,Parma
30/09/2022 21:23,265,419F6D561,07. Santa Croce,305522,Richiesta prelievo,,3,Parma
30/09/2022 21:23,329,0004394F0,07. Santa Croce,305522,Errore colonnina durante il prelievo,,5,Parma
30/09/2022 21:23,329,0004394F0,07. Santa Croce,305522,Richiesta prelievo,,5,Parma
30/09/2022 21:19,282,000B76DFB,05. Stazione FF.SS.,525205,Riconsegna diretta,,12,Parma
30/09/2022 21:19,12,417A7D792,05. Stazione FF.SS.,510616,Riconsegna diretta,,18,Parma
30/09/2022 21:05,339,C009D284B,15. Repubblica,669156,Riconsegna diretta,,7,Parma
30/09/2022 21:03,282,000B76DFB,23. Vittoria,525205,Prelievo corretto,,4,Parma
30/09/2022 21:03,282,000B76DFB,23. Vittoria,525205,Richiesta prelievo,,4,Parma
30/09/2022 21:03,12,417A7D792,23. Vittoria,510616,Prelievo corretto,,7,Parma
30/09/2022 21:03,12,417A7D792,23. Vittoria,510616,Richiesta prelievo,,7,Parma
30/09/2022 20:57,179,418DD6928,38. Stazione FF.SS. 2,2114368793,Riconsegna diretta,,2,Parma
30/09/2022 20:54,339,C009D284B,38. Stazione FF.SS. 2,669156,Prelievo corretto,,4,Parma
30/09/2022 20:54,339,C009D284B,38. Stazione FF.SS. 2,669156,Richiesta prelievo,,4,Parma
30/09/2022 20:47,179,418DD6928,02. Ospedale Maggiore,2114368793,Prelievo corretto,,7,Parma
30/09/2022 20:47,179,418DD6928,02. Ospedale Maggiore,2114368793,Richiesta prelievo,,7,Parma
30/09/2022 20:44,169,4194E2C39,08. Bixio,747057,Mancato prelievo,,5,Parma
30/09/2022 20:44,1,0,08. Bixio,747057,Richiesta prelievo,,5,Parma
30/09/2022 20:30,232,419F71773,28. Bizzozero,20201693,Errore colonnina durante il deposito,,1,Parma
30/09/2022 20:30,235,419F6EB42,27. Ostello Gioventù,722212,Riconsegna diretta,,8,Parma
30/09/2022 20:23,136,41871F83F,25. Ospedale • viale Osacca,286108,Riconsegna diretta,,6,Parma
30/09/2022 20:20,308,C009D2E62,02. Ospedale Maggiore,20230139,Riconsegna diretta,,5,Parma
30/09/2022 20:19,232,419F71773,23. Vittoria,20201693,Prelievo corretto,,3,Parma
30/09/2022 20:19,232,419F71773,23. Vittoria,20201693,Richiesta prelievo,,3,Parma
30/09/2022 20:12,235,419F6EB42,42. Pastrengo,722212,Prelievo corretto,,2,Parma
30/09/2022 20:12,235,419F6EB42,42. Pastrengo,722212,Richiesta prelievo,,2,Parma
30/09/2022 20:12,272,000B780A7,38. Stazione FF.SS. 2,20230099,Riconsegna diretta,,8,Parma
30/09/2022 20:11,308,C009D2E62,38. Stazione FF.SS. 2,20230139,Prelievo corretto,,2,Parma
30/09/2022 20:10,308,C009D2E62,38. Stazione FF.SS. 2,20230139,Richiesta prelievo,,2,Parma
30/09/2022 20:05,1,0,41. Carmignani,,Prelievo senza autorizzazione,,10,Parma
30/09/2022 20:05,1,0,41. Carmignani,0,Errore colonnina durante il deposito,,10,Parma
30/09/2022 20:04,81,417A7AE71,38. Stazione FF.SS. 2,868725,Riconsegna diretta,,3,Parma
30/09/2022 20:01,136,41871F83F,04. Campus Chimica,286108,Prelievo corretto,,8,Parma
30/09/2022 20:01,136,41871F83F,04. Campus Chimica,286108,Richiesta prelievo,,8,Parma
30/09/2022 19:57,282,000B76DFB,23. Vittoria,20201693,Riconsegna diretta,,4,Parma
30/09/2022 19:56,81,417A7AE71,08. Bixio,868725,Prelievo corretto,,4,Parma
30/09/2022 19:55,81,417A7AE71,08. Bixio,868725,Richiesta prelievo,,4,Parma
30/09/2022 19:54,272,000B780A7,04. Campus Chimica,20230099,Prelievo corretto,,5,Parma
30/09/2022 19:54,272,000B780A7,04. Campus Chimica,20230099,Richiesta prelievo,,5,Parma
30/09/2022 19:53,12,417A7D792,23. Vittoria,608167,Riconsegna diretta,,7,Parma
30/09/2022 19:50,240,419F6EA36,12. Barezzi,322431,Mancato prelievo,,3,Parma
30/09/2022 19:50,1,0,12. Barezzi,0,Prelievo corretto,,10,Parma
30/09/2022 19:50,240,419F6EA36,12. Barezzi,322431,Richiesta prelievo,,3,Parma
30/09/2022 19:50,1,0,12. Barezzi,692777,Prelievo corretto,,10,Parma
30/09/2022 19:50,197,4194E42C9,12. Barezzi,692777,Richiesta prelievo,,10,Parma
30/09/2022 19:48,12,417A7D792,25. Ospedale • viale Osacca,608167,Prelievo corretto,,1,Parma
30/09/2022 19:48,12,417A7D792,25. Ospedale • viale Osacca,608167,Richiesta prelievo,,1,Parma
30/09/2022 19:46,272,000B780A7,04. Campus Chimica,286108,Mancato prelievo,,6,Parma
30/09/2022 19:46,282,000B76DFB,28. Bizzozero,20201693,Prelievo corretto,,1,Parma
30/09/2022 19:46,282,000B76DFB,28. Bizzozero,20201693,Richiesta prelievo,,1,Parma
30/09/2022 19:45,272,000B780A7,04. Campus Chimica,286108,Richiesta prelievo,,6,Parma
30/09/2022 19:29,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:29,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:29,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:29,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:29,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:28,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:25,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:24,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:24,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:24,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:24,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:24,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:24,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:19,209,4194E67B1,15. Repubblica,20230180,Errore colonnina durante il deposito,,1,Parma
30/09/2022 19:17,209,4194E67B1,14. Garibaldi,20230180,Prelievo corretto,,1,Parma
30/09/2022 19:17,209,4194E67B1,14. Garibaldi,20230180,Richiesta prelievo,,1,Parma
30/09/2022 19:10,291,000B77694,05. Stazione FF.SS.,2113968638,Riconsegna diretta,,19,Parma
30/09/2022 19:03,81,417A7AE71,08. Bixio,928811,Riconsegna diretta,,4,Parma
30/09/2022 19:00,1,0,24. Campus,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:00,1,0,24. Campus,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:00,1,0,24. Campus,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:00,1,0,24. Campus,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:00,1,0,24. Campus,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:00,1,0,24. Campus,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 19:00,1,0,24. Campus,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:52,81,417A7AE71,01. Duc,928811,Prelievo corretto,,3,Parma
30/09/2022 18:52,81,417A7AE71,01. Duc,928811,Richiesta prelievo,,3,Parma
30/09/2022 18:52,47,417A79002,38. Stazione FF.SS. 2,815307,Riconsegna diretta,,1,Parma
30/09/2022 18:50,209,4194E67B1,14. Garibaldi,20230180,Riconsegna diretta,,1,Parma
30/09/2022 18:48,47,417A79002,20. Efsa,815307,Prelievo corretto,,8,Parma
30/09/2022 18:48,47,417A79002,20. Efsa,815307,Richiesta prelievo,,8,Parma
30/09/2022 18:48,291,000B77694,21. Kennedy,2113968638,Prelievo corretto,,3,Parma
30/09/2022 18:48,291,000B77694,21. Kennedy,2113968638,Richiesta prelievo,,3,Parma
30/09/2022 18:48,312,000B77F46,21. Kennedy,2113968638,Errore colonnina durante il prelievo,,4,Parma
30/09/2022 18:48,209,4194E67B1,15. Repubblica,20230180,Prelievo corretto,,6,Parma
30/09/2022 18:48,312,000B77F46,21. Kennedy,2113968638,Richiesta prelievo,,4,Parma
30/09/2022 18:48,190,4194E7447,20. Efsa,815307,Errore colonnina durante il prelievo,,3,Parma
30/09/2022 18:48,209,4194E67B1,15. Repubblica,20230180,Richiesta prelievo,,6,Parma
30/09/2022 18:47,190,4194E7447,20. Efsa,815307,Richiesta prelievo,,3,Parma
30/09/2022 18:45,116,41872033F,38. Stazione FF.SS. 2,20173369,Riconsegna diretta,,5,Parma
30/09/2022 18:39,308,C009D2E62,38. Stazione FF.SS. 2,20230139,Riconsegna diretta,,2,Parma
30/09/2022 18:39,261,419F6E747,32. Stadio,571787,Riconsegna diretta,,2,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:37,1,0,32. Stadio,,Prelievo senza autorizzazione,,6,Parma
30/09/2022 18:36,291,000B77694,21. Kennedy,20230205,Riconsegna diretta,,3,Parma
30/09/2022 18:30,116,41872033F,33. Cavagnari,20173369,Prelievo corretto,,10,Parma
30/09/2022 18:30,116,41872033F,33. Cavagnari,20173369,Richiesta prelievo,,10,Parma
30/09/2022 18:29,308,C009D2E62,02. Ospedale Maggiore,20230139,Prelievo corretto,,4,Parma
30/09/2022 18:29,308,C009D2E62,02. Ospedale Maggiore,20230139,Richiesta prelievo,,4,Parma
30/09/2022 18:28,261,419F6E747,21. Kennedy,571787,Prelievo corretto,,3,Parma
30/09/2022 18:28,261,419F6E747,21. Kennedy,571787,Richiesta prelievo,,3,Parma
30/09/2022 18:28,291,000B77694,38. Stazione FF.SS. 2,20230205,Prelievo corretto,,29,Parma
30/09/2022 18:28,291,000B77694,38. Stazione FF.SS. 2,20230205,Richiesta prelievo,,29,Parma
30/09/2022 18:26,308,C009D2E62,02. Ospedale Maggiore,608167,Riconsegna diretta,,4,Parma
30/09/2022 18:18,226,419F6EB48,41. Carmignani,20230018,Riconsegna diretta,,3,Parma
30/09/2022 18:17,32,417A7A1E6,38. Stazione FF.SS. 2,2114391102,Riconsegna diretta,,12,Parma
30/09/2022 18:17,308,C009D2E62,23. Vittoria,608167,Prelievo corretto,,5,Parma
30/09/2022 18:17,308,C009D2E62,23. Vittoria,608167,Richiesta prelievo,,5,Parma
30/09/2022 18:12,279,000B7502C,38. Stazione FF.SS. 2,20104537,Riconsegna diretta,,13,Parma
30/09/2022 18:12,32,417A7A1E6,11. Dus,2114391102,Prelievo corretto,,4,Parma
30/09/2022 18:12,32,417A7A1E6,11. Dus,2114391102,Richiesta prelievo,,4,Parma
30/09/2022 18:07,1,0,24. Campus,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,328,000B72087,10. Barilla Center,781090,Riconsegna off line,,3,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
30/09/2022 18:06,1,0,30. Auditorium Paganini,,Prelievo senza autorizzazione,,2,Parma
