Data/Ora,N Bici,Tag Bici,Stazione,Badge,Azione,Dismessa,Col.,Comune
10/31/2022 22:51,1,0,25. Ospedale • viale Osacca,,Prelievo senza autorizzazione,,3,Parma
10/31/2022 22:51,1,0,25. Ospedale • viale Osacca,,Prelievo senza autorizzazione,,1,Parma
10/31/2022 22:51,1,0,25. Ospedale • viale Osacca,,Prelievo senza autorizzazione,,3,Parma
10/31/2022 22:51,1,0,25. Ospedale • viale Osacca,,Prelievo senza autorizzazione,,1,Parma
10/31/2022 22:51,1,0,25. Ospedale • viale Osacca,,Prelievo senza autorizzazione,,3,Parma
10/31/2022 22:51,1,0,25. Ospedale • viale Osacca,,Prelievo senza autorizzazione,,1,Parma
10/31/2022 22:51,1,0,25. Ospedale • viale Osacca,,Prelievo senza autorizzazione,,3,Parma
10/31/2022 22:51,1,0,25. Ospedale • viale Osacca,,Prelievo senza autorizzazione,,1,Parma
10/31/2022 22:50,103,41871F51F,26. Palasport,20212129,Riconsegna off line,,10,Parma
10/31/2022 22:49,189,4194E5194,07. Santa Croce,971479,Prelievo corretto,,7,Parma
10/31/2022 22:49,189,4194E5194,07. Santa Croce,971479,Richiesta prelievo,,7,Parma
10/31/2022 22:49,169,4194E2C39,07. Santa Croce,20202891,Prelievo corretto,,13,Parma
10/31/2022 22:48,169,4194E2C39,07. Santa Croce,20202891,Richiesta prelievo,,13,Parma
10/31/2022 22:48,36,417A79A26,14. Garibaldi,20228749,Riconsegna off line,,9,Parma
10/31/2022 22:46,212,419F6EB18,02. Ospedale Maggiore,236604,Errore colonnina durante il deposito,,10,Parma
10/31/2022 22:46,262,419F6EC5F,27. Ostello Gioventù,2114587250,Prelievo corretto,,4,Parma
10/31/2022 22:46,262,419F6EC5F,27. Ostello Gioventù,2114587250,Richiesta prelievo,,4,Parma
10/31/2022 22:44,232,419F71773,06. Ponte di Mezzo,799293,Riconsegna diretta,,1,Parma
10/31/2022 22:41,212,419F6EB18,26. Palasport,236604,Prelievo corretto,,7,Parma
10/31/2022 22:41,212,419F6EB18,26. Palasport,236604,Richiesta prelievo,,7,Parma
10/31/2022 22:41,36,417A79A26,08. Bixio,20228749,Prelievo corretto,,4,Parma
10/31/2022 22:41,36,417A79A26,08. Bixio,20228749,Richiesta prelievo,,4,Parma
10/31/2022 22:39,261,419F6E747,23. Vittoria,20201693,Riconsegna diretta,,3,Parma
10/31/2022 22:39,336,C009D38BE,14. Garibaldi,20230077,Riconsegna diretta,,7,Parma
10/31/2022 22:39,226,419F6EB48,14. Garibaldi,20230078,Riconsegna diretta,,6,Parma
10/31/2022 22:39,334,000B75D92,14. Garibaldi,20260220,Riconsegna diretta,,3,Parma
10/31/2022 22:39,186,418DD557A,14. Garibaldi,20230245,Riconsegna diretta,,2,Parma
10/31/2022 22:35,200,418DBF127,31. Lauro Grossi,378037,Prelievo corretto,,5,Parma
10/31/2022 22:35,200,418DBF127,31. Lauro Grossi,378037,Richiesta prelievo,,5,Parma
10/31/2022 22:35,232,419F71773,31. Lauro Grossi,799293,Prelievo corretto,,4,Parma
10/31/2022 22:35,232,419F71773,31. Lauro Grossi,799293,Richiesta prelievo,,4,Parma
10/31/2022 22:34,129,418723F02,10. Barilla Center,595320,Mancato prelievo,,3,Parma
10/31/2022 22:34,129,418723F02,10. Barilla Center,595320,Richiesta prelievo,,3,Parma
10/31/2022 22:33,302,000B73D23,14. Garibaldi,20236175,Riconsegna diretta,,4,Parma
10/31/2022 22:33,334,000B75D92,07. Santa Croce,20260220,Prelievo corretto,,2,Parma
10/31/2022 22:33,334,000B75D92,07. Santa Croce,20260220,Richiesta prelievo,,2,Parma
10/31/2022 22:33,334,000B75D92,07. Santa Croce,20260220,Errore colonnina durante il prelievo,,2,Parma
10/31/2022 22:32,334,000B75D92,07. Santa Croce,20260220,Richiesta prelievo,,2,Parma
10/31/2022 22:32,186,418DD557A,07. Santa Croce,20230245,Prelievo corretto,,10,Parma
10/31/2022 22:32,226,419F6EB48,07. Santa Croce,20230078,Prelievo corretto,,4,Parma
10/31/2022 22:32,186,418DD557A,07. Santa Croce,20230245,Richiesta prelievo,,10,Parma
10/31/2022 22:32,226,419F6EB48,07. Santa Croce,20230078,Richiesta prelievo,,4,Parma
10/31/2022 22:32,336,C009D38BE,07. Santa Croce,20230077,Prelievo corretto,,6,Parma
10/31/2022 22:31,336,C009D38BE,07. Santa Croce,20230077,Richiesta prelievo,,6,Parma
10/31/2022 22:29,261,419F6E747,28. Bizzozero,20201693,Prelievo corretto,,10,Parma
10/31/2022 22:29,261,419F6E747,28. Bizzozero,20201693,Richiesta prelievo,,10,Parma
10/31/2022 22:29,261,419F6E747,28. Bizzozero,20201693,Errore colonnina durante il prelievo,,10,Parma
10/31/2022 22:29,261,419F6E747,28. Bizzozero,20201693,Richiesta prelievo,,10,Parma
10/31/2022 22:25,219,419F6E72F,12. Barezzi,20230340,Errore colonnina durante il deposito,,3,Parma
10/31/2022 22:25,302,000B73D23,28. Bizzozero,20236175,Prelievo corretto,,7,Parma
10/31/2022 22:25,302,000B73D23,28. Bizzozero,20236175,Richiesta prelievo,,7,Parma
10/31/2022 22:25,280,000B73D63,12. Barezzi,546761,Riconsegna diretta,,10,Parma
10/31/2022 22:24,234,419F7123C,12. Barezzi,20230343,Riconsegna diretta,,6,Parma
10/31/2022 22:24,265,419F6D561,12. Barezzi,20230342,Riconsegna diretta,,8,Parma
10/31/2022 22:23,295,000B73DBA,25. Ospedale • viale Osacca,20230245,Errore colonnina durante il prelievo,,13,Parma
10/31/2022 22:23,295,000B73DBA,25. Ospedale • viale Osacca,20230245,Richiesta prelievo,,13,Parma
10/31/2022 22:21,64,417A7CE23,12. Barezzi,660661,Errore colonnina durante il deposito,,1,Parma
10/31/2022 22:20,256,419F6E67E,06. Ponte di Mezzo,20230258,Riconsegna diretta,,7,Parma
10/31/2022 22:19,64,417A7CE23,14. Garibaldi,660661,Prelievo corretto,,2,Parma
10/31/2022 22:19,64,417A7CE23,14. Garibaldi,660661,Richiesta prelievo,,2,Parma
10/31/2022 22:18,280,000B73D63,07. Santa Croce,546761,Prelievo corretto,,9,Parma
10/31/2022 22:18,280,000B73D63,07. Santa Croce,546761,Richiesta prelievo,,9,Parma
10/31/2022 22:18,265,419F6D561,07. Santa Croce,20230342,Prelievo corretto,,5,Parma
10/31/2022 22:18,265,419F6D561,07. Santa Croce,20230342,Richiesta prelievo,,5,Parma
10/31/2022 22:18,234,419F7123C,07. Santa Croce,20230343,Prelievo corretto,,1,Parma
10/31/2022 22:18,234,419F7123C,07. Santa Croce,20230343,Richiesta prelievo,,1,Parma
10/31/2022 22:17,38,417A7C3C5,07. Santa Croce,20230343,Riconsegna diretta,,3,Parma
10/31/2022 22:17,189,4194E5194,07. Santa Croce,20230342,Riconsegna diretta,,7,Parma
10/31/2022 22:12,256,419F6E67E,02. Ospedale Maggiore,20230258,Prelievo corretto,,4,Parma
10/31/2022 22:12,256,419F6E67E,02. Ospedale Maggiore,20230258,Richiesta prelievo,,4,Parma
10/31/2022 22:11,38,417A7C3C5,25. Ospedale • viale Osacca,20230343,Prelievo corretto,,5,Parma
10/31/2022 22:11,38,417A7C3C5,25. Ospedale • viale Osacca,20230343,Richiesta prelievo,,5,Parma
10/31/2022 22:11,219,419F6E72F,25. Ospedale • viale Osacca,20230340,Errore colonnina durante il prelievo,,1,Parma
10/31/2022 22:11,234,419F7123C,07. Santa Croce,20230336,Riconsegna diretta,,1,Parma
10/31/2022 22:11,219,419F6E72F,25. Ospedale • viale Osacca,20230340,Richiesta prelievo,,1,Parma
10/31/2022 22:07,189,4194E5194,25. Ospedale • viale Osacca,20230342,Errore colonnina durante il prelievo,,3,Parma
10/31/2022 22:07,189,4194E5194,25. Ospedale • viale Osacca,20230342,Richiesta prelievo,,3,Parma
10/31/2022 22:06,64,417A7CE23,14. Garibaldi,387558,Riconsegna off line,,2,Parma
10/31/2022 22:06,117,4187212C9,14. Garibaldi,,Prelievo senza autorizzazione,,2,Parma
10/31/2022 22:05,234,419F7123C,02. Ospedale Maggiore,20230336,Prelievo corretto,,2,Parma
10/31/2022 22:05,234,419F7123C,02. Ospedale Maggiore,20230336,Richiesta prelievo,,2,Parma
10/31/2022 22:01,272,000B780A7,21. Kennedy,693571,Riconsegna diretta,,7,Parma
10/31/2022 22:00,256,419F6E67E,02. Ospedale Maggiore,475992,Errore colonnina durante il deposito,,4,Parma
10/31/2022 22:00,117,4187212C9,14. Garibaldi,705690,Mancato prelievo,,2,Parma
10/31/2022 22:00,117,4187212C9,14. Garibaldi,705690,Richiesta prelievo,,2,Parma
10/31/2022 21:59,265,419F6D561,07. Santa Croce,20280388,Riconsegna diretta,,5,Parma
10/31/2022 21:56,64,417A7CE23,26. Palasport,387558,Prelievo corretto,,4,Parma
10/31/2022 21:56,64,417A7CE23,26. Palasport,387558,Richiesta prelievo,,4,Parma
10/31/2022 21:52,265,419F6D561,18. Crocetta,20280388,Prelievo corretto,,1,Parma
10/31/2022 21:52,265,419F6D561,18. Crocetta,20280388,Richiesta prelievo,,1,Parma
10/31/2022 21:51,272,000B780A7,18. Crocetta,693571,Prelievo corretto,,2,Parma
10/31/2022 21:51,272,000B780A7,18. Crocetta,693571,Richiesta prelievo,,2,Parma
10/31/2022 21:49,262,419F6EC5F,32. Stadio,2114587249,Mancato prelievo,,8,Parma
10/31/2022 21:48,262,419F6EC5F,32. Stadio,2114587249,Richiesta prelievo,,8,Parma
10/31/2022 21:44,137,418720D17,18. Crocetta,20230497,Riconsegna diretta,,6,Parma
10/31/2022 21:39,275,000B70BE4,06. Ponte di Mezzo,682161,Riconsegna diretta,,3,Parma
10/31/2022 21:34,275,000B70BE4,25. Ospedale • viale Osacca,682161,Prelievo corretto,,2,Parma
10/31/2022 21:34,275,000B70BE4,25. Ospedale • viale Osacca,682161,Richiesta prelievo,,2,Parma
10/31/2022 21:34,295,000B73DBA,25. Ospedale • viale Osacca,682161,Errore colonnina durante il prelievo,,13,Parma
10/31/2022 21:33,295,000B73DBA,25. Ospedale • viale Osacca,682161,Richiesta prelievo,,13,Parma
10/31/2022 21:33,137,418720D17,38. Stazione FF.SS. 2,20230497,Prelievo corretto,,2,Parma
10/31/2022 21:33,137,418720D17,38. Stazione FF.SS. 2,20230497,Richiesta prelievo,,2,Parma
10/31/2022 21:29,320,000BB2A10,06. Ponte di Mezzo,999602,Riconsegna diretta,,5,Parma
10/31/2022 21:28,223,419F6D316,06. Ponte di Mezzo,440655,Riconsegna diretta,,4,Parma
10/31/2022 21:27,166,418DBE380,01. Duc,467515,Riconsegna diretta,,6,Parma
10/31/2022 21:22,166,418DBE380,13. Borgo XX Marzo,467515,Prelievo corretto,,7,Parma
10/31/2022 21:22,166,418DBE380,13. Borgo XX Marzo,467515,Richiesta prelievo,,7,Parma
10/31/2022 21:20,320,000BB2A10,23. Vittoria,999602,Errore colonnina durante il prelievo,,6,Parma
10/31/2022 21:20,320,000BB2A10,23. Vittoria,999602,Richiesta prelievo,,6,Parma
10/31/2022 21:20,223,419F6D316,23. Vittoria,440655,Prelievo corretto,,4,Parma
10/31/2022 21:20,223,419F6D316,23. Vittoria,440655,Richiesta prelievo,,4,Parma
10/31/2022 20:58,223,419F6D316,23. Vittoria,20173526,Riconsegna diretta,,4,Parma
10/31/2022 20:58,12,417A7D792,06. Ponte di Mezzo,466483,Riconsegna diretta,,10,Parma
10/31/2022 20:58,8,417A79813,06. Ponte di Mezzo,924418,Riconsegna diretta,,8,Parma
10/31/2022 20:53,260,419F71ADA,33. Cavagnari,124672,Riconsegna diretta,,2,Parma
10/31/2022 20:50,223,419F6D316,05. Stazione FF.SS.,20173526,Prelievo corretto,,18,Parma
10/31/2022 20:50,223,419F6D316,05. Stazione FF.SS.,20173526,Richiesta prelievo,,18,Parma
10/31/2022 20:50,12,417A7D792,38. Stazione FF.SS. 2,466483,Errore colonnina durante il prelievo,,22,Parma
10/31/2022 20:50,12,417A7D792,38. Stazione FF.SS. 2,466483,Richiesta prelievo,,22,Parma
10/31/2022 20:49,8,417A79813,38. Stazione FF.SS. 2,924418,Prelievo corretto,,26,Parma
10/31/2022 20:49,8,417A79813,38. Stazione FF.SS. 2,924418,Richiesta prelievo,,26,Parma
10/31/2022 20:37,260,419F71ADA,38. Stazione FF.SS. 2,124672,Prelievo corretto,,12,Parma
10/31/2022 20:37,260,419F71ADA,38. Stazione FF.SS. 2,124672,Richiesta prelievo,,12,Parma
10/31/2022 20:36,36,417A79A26,08. Bixio,748698,Riconsegna diretta,,4,Parma
10/31/2022 20:36,137,418720D17,38. Stazione FF.SS. 2,124672,Mancato prelievo,,2,Parma
10/31/2022 20:35,137,418720D17,38. Stazione FF.SS. 2,124672,Richiesta prelievo,,2,Parma
10/31/2022 20:33,222,419F6EC42,40. Langhirano,555718,Riconsegna diretta,,2,Parma
10/31/2022 20:33,328,000B72087,40. Langhirano,596043,Riconsegna diretta,,9,Parma
10/31/2022 20:33,181,4194E3DD8,40. Langhirano,408136,Riconsegna diretta,,1,Parma
10/31/2022 20:33,178,418DD59CC,40. Langhirano,978615,Riconsegna diretta,,7,Parma
10/31/2022 20:33,226,419F6EB48,07. Santa Croce,305522,Riconsegna diretta,,4,Parma
10/31/2022 20:26,275,000B70BE4,25. Ospedale • viale Osacca,20259181,Riconsegna diretta,,2,Parma
10/31/2022 20:25,36,417A79A26,01. Duc,748698,Prelievo corretto,,6,Parma
10/31/2022 20:25,36,417A79A26,01. Duc,748698,Richiesta prelievo,,6,Parma
10/31/2022 20:24,132,41872342E,07. Santa Croce,20230441,Riconsegna diretta,,8,Parma
10/31/2022 20:23,226,419F6EB48,09. Farini,305522,Errore colonnina durante il prelievo,,2,Parma
10/31/2022 20:23,226,419F6EB48,09. Farini,305522,Richiesta prelievo,,2,Parma
10/31/2022 20:20,328,000B72087,06. Ponte di Mezzo,596043,Errore colonnina durante il prelievo,,10,Parma
10/31/2022 20:20,328,000B72087,06. Ponte di Mezzo,596043,Richiesta prelievo,,10,Parma
10/31/2022 20:20,328,000B72087,06. Ponte di Mezzo,596043,Mancato prelievo,,10,Parma
10/31/2022 20:20,222,419F6EC42,06. Ponte di Mezzo,555718,Prelievo corretto,,3,Parma
10/31/2022 20:20,326,000B74B5A,23. Vittoria,214031,Riconsegna diretta,,2,Parma
10/31/2022 20:20,178,418DD59CC,06. Ponte di Mezzo,978615,Prelievo corretto,,5,Parma
10/31/2022 20:20,328,000B72087,06. Ponte di Mezzo,596043,Richiesta prelievo,,10,Parma
10/31/2022 20:20,222,419F6EC42,06. Ponte di Mezzo,555718,Richiesta prelievo,,3,Parma
10/31/2022 20:20,178,418DD59CC,06. Ponte di Mezzo,978615,Richiesta prelievo,,5,Parma
10/31/2022 20:19,181,4194E3DD8,06. Ponte di Mezzo,408136,Prelievo corretto,,1,Parma
10/31/2022 20:19,181,4194E3DD8,06. Ponte di Mezzo,408136,Richiesta prelievo,,1,Parma
10/31/2022 20:17,132,41872342E,38. Stazione FF.SS. 2,20230441,Prelievo corretto,,4,Parma
10/31/2022 20:17,132,41872342E,38. Stazione FF.SS. 2,20230441,Richiesta prelievo,,4,Parma
10/31/2022 20:17,38,417A7C3C5,25. Ospedale • viale Osacca,20228033,Errore colonnina durante il deposito,,5,Parma
10/31/2022 20:14,234,419F7123C,02. Ospedale Maggiore,255295,Errore colonnina durante il deposito,,2,Parma
10/31/2022 20:14,275,000B70BE4,01. Duc,20259181,Prelievo corretto,,5,Parma
10/31/2022 20:14,275,000B70BE4,01. Duc,20259181,Richiesta prelievo,,5,Parma
10/31/2022 20:12,219,419F6E72F,25. Ospedale • viale Osacca,20202891,Errore colonnina durante il deposito,,1,Parma
10/31/2022 20:09,1,0,02. Ospedale Maggiore,971479,Errore colonnina durante il prelievo,,6,Parma
10/31/2022 20:09,189,4194E5194,02. Ospedale Maggiore,,Prelievo senza autorizzazione,,5,Parma
10/31/2022 20:09,39,417A79514,02. Ospedale Maggiore,971479,Richiesta prelievo,,6,Parma
10/31/2022 20:08,38,417A7C3C5,14. Garibaldi,20228033,Prelievo corretto,,5,Parma
10/31/2022 20:08,38,417A7C3C5,14. Garibaldi,20228033,Richiesta prelievo,,5,Parma
10/31/2022 20:08,219,419F6E72F,02. Ospedale Maggiore,20202891,Prelievo corretto,,3,Parma
10/31/2022 20:08,219,419F6E72F,02. Ospedale Maggiore,20202891,Richiesta prelievo,,3,Parma
10/31/2022 20:07,256,419F6E67E,14. Garibaldi,475992,Prelievo corretto,,4,Parma
10/31/2022 20:07,256,419F6E67E,14. Garibaldi,475992,Richiesta prelievo,,4,Parma
10/31/2022 20:07,234,419F7123C,21. Kennedy,255295,Prelievo corretto,,5,Parma
10/31/2022 20:07,117,4187212C9,14. Garibaldi,475992,Riconsegna diretta,,2,Parma
10/31/2022 20:07,234,419F7123C,21. Kennedy,255295,Richiesta prelievo,,5,Parma
10/31/2022 20:06,117,4187212C9,14. Garibaldi,475992,Prelievo corretto,,2,Parma
10/31/2022 20:06,117,4187212C9,14. Garibaldi,475992,Richiesta prelievo,,2,Parma
10/31/2022 20:06,166,418DBE380,13. Borgo XX Marzo,20228950,Riconsegna diretta,,7,Parma
10/31/2022 20:05,326,000B74B5A,38. Stazione FF.SS. 2,214031,Prelievo corretto,,10,Parma
10/31/2022 20:05,326,000B74B5A,38. Stazione FF.SS. 2,214031,Richiesta prelievo,,10,Parma
10/31/2022 20:02,256,419F6E67E,14. Garibaldi,20230039,Riconsegna diretta,,4,Parma
10/31/2022 20:00,166,418DBE380,07. Santa Croce,20228950,Prelievo corretto,,4,Parma
10/31/2022 20:00,166,418DBE380,07. Santa Croce,20228950,Richiesta prelievo,,4,Parma
10/31/2022 19:59,75,417A79669,07. Santa Croce,20228950,Riconsegna diretta,,11,Parma
10/31/2022 19:58,256,419F6E67E,32. Stadio,20230039,Prelievo corretto,,7,Parma
10/31/2022 19:57,256,419F6E67E,32. Stadio,20230039,Richiesta prelievo,,7,Parma
10/31/2022 19:56,75,417A79669,25. Ospedale • viale Osacca,20228950,Prelievo corretto,,11,Parma
10/31/2022 19:56,75,417A79669,25. Ospedale • viale Osacca,20228950,Richiesta prelievo,,11,Parma
10/31/2022 19:54,243,419F6ED93,34. Ospedale • via Volturno,20244118,Errore colonnina durante il deposito,,3,Parma
10/31/2022 19:53,70,417A7839D,18. Crocetta,20230292,Riconsegna diretta,,9,Parma
10/31/2022 19:47,243,419F6ED93,08. Bixio,20244118,Errore colonnina durante il prelievo,,7,Parma
10/31/2022 19:47,243,419F6ED93,08. Bixio,20244118,Richiesta prelievo,,7,Parma
10/31/2022 19:46,240,419F6EA36,01. Duc,916589,Riconsegna diretta,,10,Parma
10/31/2022 19:43,251,419F6EC72,40. Langhirano,20230317,Riconsegna diretta,,10,Parma
10/31/2022 19:41,240,419F6EA36,06. Ponte di Mezzo,916589,Prelievo corretto,,8,Parma
10/31/2022 19:41,70,417A7839D,13. Borgo XX Marzo,20230292,Prelievo corretto,,2,Parma
10/31/2022 19:41,240,419F6EA36,06. Ponte di Mezzo,916589,Richiesta prelievo,,8,Parma
10/31/2022 19:41,70,417A7839D,13. Borgo XX Marzo,20230292,Richiesta prelievo,,2,Parma
10/31/2022 19:41,146,41871FF17,06. Ponte di Mezzo,916589,Errore colonnina durante il deposito,,9,Parma
10/31/2022 19:40,146,41871FF17,06. Ponte di Mezzo,916589,Prelievo corretto,,9,Parma
10/31/2022 19:40,146,41871FF17,06. Ponte di Mezzo,916589,Richiesta prelievo,,9,Parma
10/31/2022 19:40,328,000B72087,06. Ponte di Mezzo,916589,Mancato prelievo,,10,Parma
10/31/2022 19:40,328,000B72087,06. Ponte di Mezzo,916589,Richiesta prelievo,,10,Parma
10/31/2022 19:39,219,419F6E72F,02. Ospedale Maggiore,20230258,Riconsegna diretta,,3,Parma
10/31/2022 19:31,243,419F6ED93,08. Bixio,883907,Errore colonnina durante il deposito,,7,Parma
10/31/2022 19:29,219,419F6E72F,14. Garibaldi,20230258,Prelievo corretto,,3,Parma
10/31/2022 19:29,219,419F6E72F,14. Garibaldi,20230258,Richiesta prelievo,,3,Parma
10/31/2022 19:27,243,419F6ED93,07. Santa Croce,883907,Prelievo corretto,,8,Parma
10/31/2022 19:27,243,419F6ED93,07. Santa Croce,883907,Richiesta prelievo,,8,Parma
10/31/2022 19:27,334,000B75D92,07. Santa Croce,883907,Errore colonnina durante il prelievo,,2,Parma
10/31/2022 19:26,251,419F6EC72,23. Vittoria,20230317,Prelievo corretto,,3,Parma
10/31/2022 19:26,251,419F6EC72,23. Vittoria,20230317,Richiesta prelievo,,3,Parma
10/31/2022 19:26,334,000B75D92,07. Santa Croce,883907,Richiesta prelievo,,2,Parma
10/31/2022 19:26,251,419F6EC72,23. Vittoria,20230317,Mancato prelievo,,3,Parma
10/31/2022 19:26,251,419F6EC72,23. Vittoria,20230317,Richiesta prelievo,,3,Parma
10/31/2022 19:26,336,C009D38BE,07. Santa Croce,883907,Mancato prelievo,,6,Parma
10/31/2022 19:26,336,C009D38BE,07. Santa Croce,883907,Richiesta prelievo,,6,Parma
10/31/2022 19:24,117,4187212C9,14. Garibaldi,20230082,Riconsegna diretta,,2,Parma
10/31/2022 19:23,310,00043B12C,15. Repubblica,669156,Riconsegna diretta,,4,Parma
10/31/2022 19:21,94,418720B38,06. Ponte di Mezzo,408136,Errore colonnina durante il deposito,,2,Parma
10/31/2022 19:20,181,4194E3DD8,06. Ponte di Mezzo,596043,Riconsegna diretta,,1,Parma
10/31/2022 19:20,178,418DD59CC,06. Ponte di Mezzo,978615,Riconsegna diretta,,5,Parma
10/31/2022 19:18,316,700DFB3FE,17. Rondani,427008,Errore colonnina durante il deposito,,8,Parma
10/31/2022 19:18,282,000B76DFB,07. Santa Croce,883907,Richiesta prelievo,,14,Parma
10/31/2022 19:18,297,000B77A7B,05. Stazione FF.SS.,2114583248,Riconsegna diretta,,14,Parma
10/31/2022 19:18,215,419F6D11B,17. Rondani,163951,Riconsegna diretta,,5,Parma
10/31/2022 19:18,186,418DD557A,07. Santa Croce,20212387,Riconsegna diretta,,10,Parma
10/31/2022 19:16,64,417A7CE23,26. Palasport,853996,Mancato prelievo,,4,Parma
10/31/2022 19:15,64,417A7CE23,26. Palasport,853996,Richiesta prelievo,,4,Parma
10/31/2022 19:13,117,4187212C9,02. Ospedale Maggiore,20230082,Prelievo corretto,,4,Parma
10/31/2022 19:13,117,4187212C9,02. Ospedale Maggiore,20230082,Richiesta prelievo,,4,Parma
10/31/2022 19:11,289,00043B0E7,16. Toschi,20173583,Riconsegna diretta,,2,Parma
10/31/2022 19:11,103,41871F51F,26. Palasport,20212129,Riconsegna off line,,10,Parma
